chr10	200000	1080000	1
chr10	1120000	1160000	1
chr10	1440000	1480000	1
chr10	1680000	3080000	1
chr10	3120000	3160000	1
chr10	3200000	4880000	1
chr10	4920000	5000000	1
chr10	5320000	5440000	1
chr10	5480000	5760000	1
chr10	5800000	6040000	1
chr10	6160000	6200000	1
chr10	6360000	6480000	1
chr10	6520000	11840000	1
chr10	11960000	12160000	1
chr10	12280000	13240000	1
chr10	13520000	13640000	1
chr10	13680000	15000000	1
chr10	15240000	15480000	1
chr10	15520000	15920000	1
chr10	16080000	16160000	1
chr10	16360000	16400000	1
chr10	16560000	16880000	1
chr10	16920000	17800000	1
chr10	18320000	18560000	1
chr10	18600000	21360000	1
chr10	21400000	23440000	1
chr10	23720000	23880000	1
chr10	24480000	24840000	1
chr10	24960000	25440000	1
chr10	26560000	26640000	1
chr10	27080000	27240000	1
chr10	27360000	27480000	1
chr10	27800000	28760000	1
chr10	28880000	28960000	1
chr10	29000000	29760000	1
chr10	29880000	30680000	1
chr10	30720000	30960000	1
chr10	31000000	32360000	1
chr10	32400000	32800000	1
chr10	33160000	33360000	1
chr10	33400000	35000000	1
chr10	35040000	35240000	1
chr10	35360000	35400000	1
chr10	35440000	35560000	1
chr10	35600000	35920000	1
chr10	35960000	37160000	1
chr10	41760000	41840000	1
chr10	42560000	42600000	1
chr10	42880000	42920000	1
chr10	42960000	43000000	1
chr10	43400000	44840000	1
chr10	45000000	45120000	1
chr10	45360000	45400000	1
chr10	46440000	46600000	1
chr10	47960000	48040000	1
chr10	48080000	48280000	1
chr10	49120000	49160000	1
chr10	49200000	49360000	1
chr10	49480000	49520000	1
chr10	49560000	50440000	1
chr10	50520000	50560000	1
chr10	51720000	52080000	1
chr10	52280000	53720000	1
chr10	53760000	54080000	1
chr10	54320000	69280000	1
chr10	69320000	69840000	1
chr10	70120000	70480000	1
chr10	70600000	70840000	1
chr10	70880000	71560000	1
chr10	71600000	71920000	1
chr10	72160000	72200000	1
chr10	72240000	72320000	1
chr10	72360000	73240000	1
chr10	73280000	73800000	1
chr10	73840000	74600000	1
chr10	74640000	75080000	1
chr10	75200000	75240000	1
chr10	75280000	75560000	1
chr10	75600000	76640000	1
chr10	76880000	78560000	1
chr10	78600000	79240000	1
chr10	79280000	79440000	1
chr10	79480000	80680000	1
chr10	80800000	80920000	1
chr10	81840000	81880000	1
chr10	82040000	82160000	1
chr10	82240000	82280000	1
chr10	82400000	87920000	1
chr10	88480000	88680000	1
chr10	89320000	90720000	1
chr10	90760000	91000000	1
chr10	91040000	91520000	1
chr10	91560000	92600000	1
chr10	92640000	93680000	1
chr10	93720000	94240000	1
chr10	94360000	94640000	1
chr10	94680000	95080000	1
