chr8	56388856	56523559	2
chr8	55631785	55700697	2
chr8	55178843	55546129	2
chr8	54819374	55133932	2
chr8	54111782	54134188	2
chr8	53913121	54033505	2
chr8	52997969	53824074	2
chr8	52685836	52961011	2
chr8	52532965	52582102	2
chr8	68942934	69020410	2
chr8	69299135	69325250	2
chr8	70376509	70854425	2
chr8	70911210	71417224	2
chr8	71417224	72039477	2
chr8	72073455	72501078	2
chr8	72643126	72907998	2
chr8	73066304	73359702	2
chr8	74364345	74449024	2
chr8	75444471	75483539	2
chr8	75540416	75680005	2
chr8	75744773	75834630	2
chr6	49795675	49875473	2
chr6	50982471	51509973	2
chr6	51726087	51929843	2
chr6	52453838	52557424	2
chr6	73723168	73892032	2
chr6	73571232	73604638	2
chr6	73314168	73413395	2
chr6	73173710	73212918	2
chr6	72400210	72730256	2
chr6	72197144	72366943	2
chr6	71927444	72158228	2
chr6	71499653	71796976	2
chr6	71154604	71389994	2
chr6	70546734	71106115	2
chr6	70412631	70516042	2
chr6	70145778	70353995	2
chr6	69525672	69581948	2
chr6	69265671	69352294	2
chr6	67358541	67789958	2
chr6	67048440	67358507	2
chr6	66529645	66765620	2
chr6	66219476	66242629	2
chr6	66162719	66208000	2
chr6	65584594	65638967	2
chr6	65422890	65537726	2
chr6	64760237	65365379	2
chr6	64511416	64722629	2
chr6	64290124	64356531	2
chr6	57793634	64155799	2
chr6	56997875	57760418	2
chr6	56587781	56904229	2
chr6	56328213	56578195	2
chr2	131512794	131688954	2
chr2	130536640	130559877	2
chr2	98615709	99272205	2
chr2	99538366	100535857	2
chr2	101385191	101556667	2
chr2	101602617	101647357	2
chr2	101702026	102316512	2
chr2	102818140	102862444	2
chr2	103574081	103681066	2
chr2	104272300	104738308	2
chr2	104774059	104968982	2
chr2	105008516	105092954	2
chr2	105246957	105438553	2
chr2	189601517	189734199	2
chr2	189870854	189951257	2
chr2	189998769	190294429	2
chr2	196464309	196575794	2
chr2	195417001	195598840	2
chr2	195194823	195391662	2
chr2	194718430	194768215	2
chr2	193583712	193986138	2
chr2	193370409	193404497	2
chr2	193233472	193370394	2
chr2	192369857	192623430	2
chr2	191758222	192335967	2
chr2	191408497	191717095	2
chr2	196590841	197116612	2
chr2	197292867	197803994	2
chr2	198326319	198388687	2
chr2	198658046	198750115	2
chr2	199191087	199396726	2
chr2	199460957	200478459	2
chr2	200527796	201179589	2
chr2	201860571	202588950	2
chr2	203882145	204206598	2
chr2	204274708	204539126	2
chr2	204569501	205012577	2
chr2	205166530	205376096	2
