chr14	600000	1920000	4
chr14	2040000	2520000	4
chr14	2600000	2880000	4
chr14	2880000	3080000	4
chr14	3240000	3480000	4
chr14	3520000	4280000	4
chr14	9160000	9320000	4
chr14	9320000	9560000	4
chr14	9680000	9920000	4
chr14	9960000	10480000	4
chr14	11000000	11040000	4
chr14	11400000	11480000	4
chr14	12040000	12200000	4
chr14	12240000	12480000	4
chr14	14440000	14840000	4
chr14	14880000	15120000	4
chr14	15440000	16560000	4
chr14	16680000	17480000	4
chr14	17520000	17720000	4
chr14	17760000	17960000	4
chr14	18120000	19000000	4
chr14	19000000	19520000	4
chr14	19560000	19760000	4
chr14	19840000	20680000	4
chr14	20880000	21440000	4
chr14	21600000	22000000	4
chr14	22120000	22360000	4
chr14	22400000	22480000	4
chr14	22480000	22840000	4
chr14	22960000	23440000	4
chr14	23560000	23720000	4
chr14	23800000	24040000	4
chr14	24200000	24440000	4
chr14	24480000	24960000	4
chr14	24960000	25400000	4
chr14	26520000	26880000	4
chr14	26920000	27120000	4
chr14	27440000	27520000	4
chr14	28640000	29280000	4
chr14	29320000	29840000	4
chr14	30160000	30280000	4
chr14	30400000	30480000	4
chr14	30640000	30680000	4
chr14	31000000	31040000	4
chr14	31040000	31160000	4
chr14	33760000	34320000	4
chr14	34440000	34680000	4
chr14	34760000	35840000	4
chr14	37040000	37120000	4
chr14	37800000	37960000	4
chr14	38240000	38560000	4
chr14	38640000	38720000	4
chr14	39280000	40880000	4
chr14	40960000	41320000	4
chr14	42360000	42400000	4
chr14	43080000	43280000	4
chr14	43680000	44280000	4
chr14	44600000	45120000	4
chr14	45400000	48600000	4
chr14	48680000	48840000	4
chr14	48880000	48960000	4
chr14	49840000	50240000	4
chr14	50280000	50360000	4
chr14	50360000	50400000	4
chr14	50440000	50520000	4
chr14	50560000	50760000	4
chr14	51560000	51760000	4
chr14	51760000	51960000	4
chr14	52520000	52560000	4
chr14	52800000	54480000	4
chr14	54520000	54680000	4
chr14	54880000	55080000	4
chr14	55200000	55280000	4
chr14	56234864	56354864	4
chr14	56914864	57234864	4
chr14	57314864	57354864	4
chr14	57394864	57634864	4
chr14	58514864	59714864	4
chr14	61034864	61514864	4
chr14	62154864	62274864	4
chr14	62954864	63114864	4
chr14	64514864	66514864	4
chr14	66554864	66754864	4
chr14	66834864	67154864	4
chr14	67274864	67514864	4
chr14	67554864	68074864	4
chr14	68914864	69874864	4
chr14	70034864	70154864	4
chr14	70434864	71154864	4
chr14	71194864	71514864	4
chr14	72274864	72754864	4
chr14	72794864	72994864	4
chr14	73154864	73354864	4
chr14	74434864	76034864	4
chr14	76074864	76554864	4
chr14	79314864	79354864	4
chr14	79394864	80834864	4
chr14	80834864	80994864	4
chr14	82474864	83154864	4
chr14	83234864	83954864	4
chr14	84034864	84234864	4
chr14	84354864	84754864	4
chr14	85874864	85994864	4
chr14	86394864	86434864	4
chr14	86914864	86954864	4
chr14	86954864	87034864	4
chr14	87554864	87674864	4
chr14	88394864	88674864	4
chr14	88754864	89674864	4
chr14	89954864	90194864	4
chr14	90794864	90874864	4
chr14	91594864	91634864	4
chr14	91674864	91714864	4
chr14	92554864	92594864	4
chr14	92954864	94354864	4
chr14	94554864	94794864	4
chr14	94794864	95434864	4
chr14	95594864	95874864	4
chr14	96834864	96874864	4
chr14	96914864	97674864	4
chr14	97954864	98114864	4
chr14	98234864	98514864	4
chr14	98514864	99514864	4
chr14	99634864	100394864	4
chr14	100954864	101034864	4
chr14	101914864	102274864	4
chr14	102314864	102394864	4
chr14	103914864	104074864	4
chr14	105194864	105314864	4
chr14	105634864	105674864	4
chr14	106034864	106634864	4
chr14	106634864	106874864	4
chr14	107274864	108034864	4
chr14	108114864	109554864	4
chr14	109674864	111714864	4
chr14	111914864	112034864	4
chr14	112114864	112194864	4
chr14	112234864	113434864	4
chr14	113514864	114154864	4
chr14	114594864	114674864	4
chr14	114954864	115114864	4
chr14	115234864	115514864	4
chr16	560000	600000	4
chr16	1240000	1280000	4
chr16	1320000	1360000	4
chr16	1600000	2080000	4
chr16	2480000	3320000	4
chr16	3520000	3560000	4
chr16	3600000	3640000	4
chr16	3680000	3880000	4
chr16	3880000	4200000	4
chr16	4640000	4720000	4
chr16	4800000	5360000	4
chr16	5400000	6200000	4
chr16	6240000	6400000	4
chr16	6440000	7800000	4
chr16	7800000	7920000	4
chr16	8640000	8680000	4
chr16	8880000	8920000	4
chr16	9520000	9880000	4
chr16	10800000	11400000	4
chr16	12160000	12240000	4
chr16	12640000	12680000	4
chr16	12880000	12920000	4
chr16	13640000	14200000	4
chr16	14200000	14320000	4
chr16	14720000	15440000	4
chr16	15480000	15600000	4
chr16	15840000	15960000	4
chr16	17840000	18240000	4
chr16	18400000	18480000	4
chr16	18960000	19080000	4
chr16	19600000	19640000	4
chr16	20320000	20360000	4
chr16	20960000	21800000	4
chr16	21800000	22000000	4
chr16	22080000	23840000	4
chr16	24160000	24520000	4
chr16	24920000	24960000	4
chr16	25480000	25520000	4
chr16	25560000	25600000	4
chr16	25920000	26880000	4
chr16	27240000	28080000	4
chr16	28920000	29960000	4
chr16	30480000	30560000	4
chr16	30560000	31080000	4
chr16	31480000	32080000	4
chr16	32080000	32160000	4
chr16	32200000	32240000	4
chr16	32280000	33200000	4
chr16	33360000	33440000	4
chr16	34200000	34280000	4
chr16	36720000	36840000	4
chr16	37320000	37480000	4
chr16	37480000	38080000	4
chr16	38360000	38760000	4
chr16	39680000	40200000	4
chr16	40400000	40520000	4
chr16	40560000	40960000	4
chr16	41080000	41120000	4
chr16	41920000	43080000	4
chr16	43440000	43480000	4
chr16	43480000	43600000	4
chr16	44120000	44160000	4
chr16	44680000	44960000	4
chr16	45040000	45160000	4
chr16	46320000	46440000	4
chr16	46600000	46680000	4
chr16	46720000	46800000	4
chr16	46920000	47440000	4
chr16	47760000	48200000	4
chr16	48240000	48360000	4
chr16	49680000	51480000	4
chr16	51880000	52160000	4
chr16	53200000	54000000	4
chr16	54520000	54600000	4
chr16	54840000	55120000	4
chr16	55240000	55320000	4
chr16	55600000	55640000	4
chr16	55840000	56120000	4
chr16	56160000	57560000	4
chr16	57960000	59600000	4
chr16	59680000	60080000	4
chr16	60280000	60600000	4
chr16	60640000	60960000	4
chr16	61120000	61160000	4
chr16	61720000	61800000	4
chr16	61800000	62360000	4
chr16	62400000	62520000	4
chr16	62680000	63400000	4
chr16	63600000	64480000	4
chr16	68520000	68680000	4
chr16	69400000	69920000	4
chr16	69960000	70360000	4
chr16	73520000	73600000	4
chr16	74080000	74240000	4
chr16	74480000	74520000	4
chr16	75440000	75640000	4
chr16	76440000	76920000	4
chr16	77000000	77200000	4
chr16	78440000	78600000	4
chr16	79160000	79240000	4
chr16	79640000	80000000	4
chr16	80560000	80600000	4
chr16	80720000	80960000	4
chr16	81360000	81600000	4
chr16	82040000	82640000	4
chr16	83240000	83360000	4
chr16	87719150	87999150	4
chr16	88279150	88719150	4
chr16	90159150	90919150	4
chr16	91479150	91639150	4
chr16	91719150	92119150	4
chr16	92599150	93319150	4
chr16	94119150	94639150	4
chr16	94879150	95119150	4
chr16	95319150	95919150	4
chr16	95999150	96039150	4
chr16	97719150	97879150	4
chr16	97999150	98119150	4
chr19	280000	920000	4
chr19	960000	2240000	4
chr19	2320000	3040000	4
chr19	3080000	3240000	4
chr19	3600000	3640000	4
chr19	4160000	4640000	4
chr19	5000000	5040000	4
chr19	5560000	5840000	4
chr19	6000000	6560000	4
chr19	6840000	7080000	4
chr19	7440000	7520000	4
chr19	7600000	7800000	4
chr19	9040000	9520000	4
chr19	10000000	11840000	4
chr19	12600000	12800000	4
chr19	12840000	12920000	4
chr19	14160000	14760000	4
chr19	14960000	15520000	4
chr19	15800000	16640000	4
chr19	16880000	17080000	4
chr19	17360000	18120000	4
chr19	18320000	18360000	4
chr19	19000000	19680000	4
chr19	19880000	20040000	4
chr19	20440000	20600000	4
chr19	20720000	21040000	4
chr19	21120000	21480000	4
chr19	21680000	21800000	4
chr19	21840000	22960000	4
chr19	23040000	23080000	4
chr19	23120000	23360000	4
chr19	23560000	23920000	4
chr19	23960000	24600000	4
chr19	24720000	25200000	4
chr19	25480000	25600000	4
chr19	25840000	26000000	4
chr19	26040000	26840000	4
chr19	28400000	28800000	4
chr19	29000000	29240000	4
chr19	30640000	31000000	4
chr19	31360000	31400000	4
chr19	32040000	32080000	4
chr19	33120000	33160000	4
chr19	33200000	33360000	4
chr19	33760000	34480000	4
chr19	34720000	34760000	4
chr19	34760000	36040000	4
chr19	36160000	36200000	4
chr19	37200000	37240000	4
chr19	37520000	37560000	4
chr19	37680000	37720000	4
chr19	37920000	38080000	4
chr19	38320000	38360000	4
chr19	38360000	38760000	4
chr19	39120000	39240000	4
chr19	39520000	39800000	4
chr19	43480000	43560000	4
chr19	43680000	43920000	4
chr19	44160000	44240000	4
chr19	44720000	44800000	4
chr19	46222430	47102430	4
chr19	47142430	47382430	4
chr19	47822430	47942430	4
chr19	48622430	48982430	4
chr19	49262430	49822430	4
chr19	50022430	50262430	4
chr19	50342430	50702430	4
chr19	51022430	51102430	4
chr19	51542430	51702430	4
chr19	52422430	53222430	4
chr19	54582430	54782430	4
chr19	55502430	56142430	4
chr19	56302430	56702430	4
