chr16	18425824	18727677
chr16	18123719	18253472
chr16	16870153	17255422
chr10	74550285	74649288
chr10	75046484	75235245
chr5	113650015	113739932
chr5	113542955	113649761
chr5	113405320	113479257
chr5	112430864	112890032
chr5	111935656	112362636
chr5	111830242	111853280
chr11	4538827	5194843
chr11	4380640	4499026
chr11	3857528	4319267
chr10	85401119	85979330
chr8	76118871	76204813
chr8	76920689	77750405
chr15	77189914	77970457
chr15	78169223	79205900
chr15	79242889	79276083
chr15	79297854	79360047
chr15	79429644	80225233
chr15	80324017	80388440
chr15	80565464	80762186
chr15	80798752	81438031
chr15	81770722	81856160
chr15	81933049	82778039
chr15	82778039	84340629
chr15	84371854	84424455
chr15	84443547	84465830
chr15	85850032	85904948
chr15	85995059	86418903
chr15	86681913	87143985
chr15	87367464	87468869
chr15	87978348	88313518
chr15	89184362	89315509
chr5	108883469	108904267
chr5	34059837	34190633
chr5	34326070	34717615
chr5	34764565	35143842
chr5	35208282	35240333
chr5	35273263	35343375
chr5	37879074	38358963
chr5	37833645	37865537
chr5	37431442	37678571
chr5	37198129	37266628
chr5	36808406	36873053
chr5	36688225	36785319
chr5	36160874	36213602
chr5	35831103	36109110
chr5	41965276	42002885
chr5	42125116	42858735
chr5	42893319	43122401
chr5	43165631	43329604
chr5	43329604	43493603
chr5	43528639	43649181
chr5	44508371	44736229
chr5	45694598	45894825
chr5	46730751	47693653
chr5	51307551	51401855
chr5	51462178	51923677
chr5	52720386	52789299
chr5	52955978	53410254
chr5	53536550	53746498
chr5	53789608	54698766
chr5	54821690	54866094
chr5	54988023	55086699
chr5	55125127	55206645
chr5	55483081	55548947
chr5	55781504	56098902
chr5	56147641	56434611
chr5	57525383	57555296
chr5	57670048	57729078
chr5	57855318	57994470
chr5	58371969	58418962
chr5	58567627	58606884
chr5	58703324	59245098
chr5	59620257	60212315
chr5	60481126	60534429
chr5	61330867	61386863
chr5	61741456	61887487
chr5	61887487	61954016
chr5	62209617	62490338
chr5	63069552	63111259
chr5	63292356	63343110
chr5	63641919	63670918
chr5	64297514	66407767
chr5	66437127	66461571
chr5	66488124	66503653
chr5	66531224	66625385
chr5	66699884	67327946
chr5	67369943	67409161
chr5	67719619	67948753
chr5	68381574	68512001
chr5	68628196	68674374
chr5	70225348	71910431
chr5	73349114	73846400
chr5	74156030	74284020
chr5	74344994	74528265
chr5	74730522	74863607
chr5	75074597	75391328
chr5	75454429	75557544
chr5	75866962	76028829
chr5	76695258	77256272
chr5	77476100	77541548
chr5	77596354	77784074
chr5	77880537	79961922
chr5	79976580	80652588
chr5	80755960	81906281
chr5	82073826	82206841
chr5	82272690	82530630
chr5	83186234	83482253
chr5	83579006	83742516
chr5	83830742	85444526
chr5	85659224	87336056
chr5	88170599	88275470
chr5	88298218	88367789
chr5	88793948	89033528
chr5	89102696	89231935
chr5	89405150	89610475
chr5	89652501	90017476
chr5	90429966	90688181
chr5	90758792	91219939
chr5	91527855	91564248
chr5	91653862	91997268
chr5	92098384	92277902
chr5	92367222	92402506
chr5	97697889	98778613
chr5	100017241	100137400
chr5	100173392	100496669
chr5	101066751	101309877
chr5	101334098	101910089
chr5	102007305	102191282
chr5	102227754	102340802
chr5	103661286	103841673
chr5	103881484	103959584
chr5	103962191	104686109
chr6	58761157	59264229
chr6	60648018	60691452
chr6	60691452	61598479
chr3	141137401	141301117
chr3	140615568	140997934
chr3	139926419	140049475
chr3	137672464	139872490
chr3	137256736	137291322
chr3	135182451	135623120
chr3	134743448	135021783
chr3	133668699	134707452
chr3	133218838	133288276
chr3	132760497	132833668
chr3	132495681	132671264
chr3	132405448	132431808
chr3	131888037	132199369
chr3	130313764	130377741
chr3	130115329	130292811
chr3	129712561	130020385
chr3	129646268	129711153
chr3	129019705	129367119
chr3	127873800	128601912
chr3	127396169	127605468
chr3	126833954	127234509
chr3	125623740	126481263
chr3	124932352	124992827
chr3	36577045	36622090
chr3	36732841	37027917
chr3	37172017	37740491
chr3	37912711	37975282
chr3	38262905	38370926
chr3	39459190	39492176
chr3	40621446	40828356
chr3	40868879	41013583
chr3	41037905	41233001
chr3	41288159	41337130
chr3	41615637	41744855
chr3	43804984	44026588
chr3	44104312	44169870
chr3	45898635	46141767
chr3	46203104	46325024
chr3	46893963	47533114
chr3	47872024	47912696
chr3	48115433	48228907
chr3	48316773	48425328
chr3	48452312	48501090
chr3	49708004	50055870
